,CaseID,Address,Street,Neighborhood,Point,point_geom
14625,17118476,"701 MINNA ST, SAN FRANCISCO, CA, 94103",MINNA ST,South of Market,"(37.77686492, -122.41300229)",POINT (-122.41300229 37.77686492)
14626,17118707,"4611 GEARY BLVD, SAN FRANCISCO, CA, 94118",GEARY BLVD,Inner Richmond,"(37.78074095, -122.46884355)",POINT (-122.468843547 37.780740948)
14627,17119824,"940 HOWARD ST, SAN FRANCISCO, CA, 94103",HOWARD ST,South of Market,"(37.78078394, -122.40608621)",POINT (-122.406086213 37.780783941)
14628,17128584,Intersection of CALIFORNIA ST and VAN NESS AVE,CALIFORNIA ST,Polk Gulch,"(37.7903935, -122.4222541)",POINT (-122.4222541 37.7903935)
14629,17130328,"3268 26TH ST, SAN FRANCISCO, CA, 94110 (Virtual)",26TH ST,Mission,"(37.74932932, -122.41524367)",POINT (-122.415243665 37.749329318)
14630,17127326,"729 GROVE ST, SAN FRANCISCO, CA, 94102",GROVE ST,Hayes Valley,"(37.77690838, -122.42856681)",POINT (-122.42856681 37.77690838)
14631,17132396,"333 LYON ST, SAN FRANCISCO, CA, 94117",LYON ST,Panhandle,"(37.77390499, -122.4425309)",POINT (-122.442530901 37.773904993)
14632,17122162,Intersection of 17TH ST and VERMONT ST,17TH ST,Potrero Hill,"(37.76483723, -122.4046416)",POINT (-122.404641605 37.764837226)
14633,17118661,"3 MASONIC AVE, SAN FRANCISCO, CA, 94118",MASONIC AVE,Laurel Heights / Jordan Park,"(37.78344283, -122.44710432)",POINT (-122.447104323 37.78344283)
14634,17123111,"1533 BUSH ST, SAN FRANCISCO, CA, 94109",BUSH ST,Cathedral Hill,"(37.78805962, -122.42248707)",POINT (-122.422487068 37.788059616)
14635,17131783,"1870 SACRAMENTO ST, SAN FRANCISCO, CA, 94109",SACRAMENTO ST,Pacific Heights,"(37.79136738, -122.42379193)",POINT (-122.423791933 37.79136738)
14636,17129598,"1600 HAYES ST, SAN FRANCISCO, CA, 94117",HAYES ST,Panhandle,"(37.77443401, -122.44276911)",POINT (-122.44276911 37.774434007)
14637,17124727,"1450 VAN NESS AVE, SAN FRANCISCO, CA, 94109",VAN NESS AVE,Lower Nob Hill,"(37.78914785, -122.42181536)",POINT (-122.421815358 37.789147852)
14638,17129709,"1650 CALIFORNIA ST, SAN FRANCISCO, CA, 94109",CALIFORNIA ST,Polk Gulch,"(37.79071253, -122.42150362)",POINT (-122.421503619 37.790712533)
14639,17122175,"790 ELLIS ST, SAN FRANCISCO, CA, 94109",ELLIS ST,Tenderloin,"(37.78417865, -122.41888948)",POINT (-122.418889477 37.784178648)
14640,17131589,"2298 MARKET ST, SAN FRANCISCO, CA, 94114",MARKET ST,Duboce Triangle,"(37.76452068, -122.43280079)",POINT (-122.432800787 37.764520684)
14641,17128292,"1350 BUSH ST, SAN FRANCISCO, CA, 94109",BUSH ST,Lower Nob Hill,"(37.78892121, -122.41997448)",POINT (-122.419974481 37.788921208)
14642,17129504,Intersection of BEACH ST and END (900 BLOCK OF),BEACH ST,Aquatic Park / Ft. Mason,"(37.80631345, -122.42447514)",POINT (-122.424475138 37.806313454)
14643,17131496,Intersection of I-80 E ON RAMP and I-80 EASTBOUND,I-80 E ON RAMP,South of Market,"(37.776563, -122.4042772)",POINT (-122.4042772 37.776563)
14644,17128088,"2670 GEARY BLVD, SAN FRANCISCO, CA, 94118",GEARY BLVD,Laurel Heights / Jordan Park,"(37.78283255, -122.44698185)",POINT (-122.446981855 37.782832549)
14645,17115879,"118 FERN ST, SAN FRANCISCO, CA, 94109",FERN ST,Lower Nob Hill,"(37.78811623, -122.42062287)",POINT (-122.420622868 37.788116229)
14646,17133064,Intersection of NOE ST and HANCOCK ST,NOE ST,Dolores Heights,"(37.76017071, -122.43260527)",POINT (-122.432605272 37.76017071)
14648,17118351,"2354 MARKET ST, SAN FRANCISCO, CA, 94114",MARKET ST,Duboce Triangle,"(37.76342693, -122.43440823)",POINT (-122.434408225 37.76342693)
14649,17123994,"8 DE LONG ST, SAN FRANCISCO, CA, 94112",DE LONG ST,Outer Mission,"(37.7098517, -122.4579363)",POINT (-122.4579363 37.7098517)
14650,17117524,"422 11TH ST, SAN FRANCISCO, CA, 94103",11TH ST,South of Market,"(37.77020495, -122.41216238)",POINT (-122.412162382 37.770204949)
14652,17123415,Intersection of BERRY ST and BERRY EXTENSION ST,BERRY ST,Mission Bay,"(37.77061639, -122.39957245)",POINT (-122.399572451 37.77061639)
14653,17124033,"434 LEAVENWORTH ST, SAN FRANCISCO, CA, 94102",LEAVENWORTH ST,Tenderloin,"(37.7852525, -122.4142959)",POINT (-122.4142959 37.7852525)
14654,17124354,"2651 37TH AVE, SAN FRANCISCO, CA, 94116",37TH AVE,Parkside,"(37.73754211, -122.49441977)",POINT (-122.494419774 37.737542108)
14655,17132136,"345 LYON ST, SAN FRANCISCO, CA, 94117",LYON ST,Panhandle,"(37.77406034, -122.44275)",POINT (-122.442749999 37.77406034)
14656,17129024,"1596 HAYES ST, SAN FRANCISCO, CA, 94117",HAYES ST,Panhandle,"(37.77450774, -122.44263204)",POINT (-122.442632037 37.774507739)
14657,17132666,"131 FELL ST, SAN FRANCISCO, CA, 94102",FELL ST,Civic Center,"(37.776446, -122.420213)",POINT (-122.420213 37.776446)
14658,17123254,"151 AUSTIN ST, SAN FRANCISCO, CA, 94109",AUSTIN ST,Lower Nob Hill,"(37.7891108, -122.42105283)",POINT (-122.42105283 37.789110796)
14659,17127234,"225 WHITNEY ST, SAN FRANCISCO, CA, 94131",WHITNEY ST,Fairmount,"(37.738405, -122.4272)",POINT (-122.4272 37.738405)
14660,17132119,"3 MASONIC AVE, SAN FRANCISCO, CA, 94118",MASONIC AVE,Laurel Heights / Jordan Park,"(37.78379988, -122.44722999)",POINT (-122.447229991 37.783799877)
14662,17124329,"335 GRAND VIEW AVE, SAN FRANCISCO, CA, 94114",GRAND VIEW AVE,Upper Market,"(37.75270115, -122.44219199)",POINT (-122.442191985 37.752701154)
14664,17146197,"50 BEACH ST, SAN FRANCISCO, CA, 94133",BEACH ST,Fisherman's Wharf,"(37.808673, -122.409821)",POINT (-122.409821 37.808673)
14665,17139874,"3100 19TH ST, SAN FRANCISCO, CA, 94110",19TH ST,Mission,"(37.7607545, -122.4128869)",POINT (-122.4128869 37.7607545)
14666,17149092,Intersection of BAY ST and VAN NESS AVE,BAY ST,Marina,"(37.8041506, -122.4252101)",POINT (-122.4252101 37.8041506)
14668,17140219,"4126 17TH ST, SAN FRANCISCO, CA, 94114",17TH ST,Corona Heights,"(37.76243273, -122.4379073)",POINT (-122.437907296 37.762432728)
14671,17146996,"120 OCTAVIA ST, SAN FRANCISCO, CA, 94102",OCTAVIA ST,Lower Haight,"(37.77321925, -122.4236235)",POINT (-122.423623503 37.773219251)
14674,17143515,Intersection of MERRIMAC ST and FIFTH ST,MERRIMAC ST,Mission Bay,"(37.77023261, -122.39281095)",POINT (-122.392810946 37.770232609)
14675,17146170,"1006 HOWARD ST, SAN FRANCISCO, CA, 94103",HOWARD ST,South of Market,"(37.7780044, -122.4097826)",POINT (-122.4097826 37.7780044)
14676,17138903,"780 VAN NESS AVE, SAN FRANCISCO, CA, 94102",VAN NESS AVE,Tenderloin,"(37.78266944, -122.4206808)",POINT (-122.420680797 37.782669443)
14677,17145626,"200 HICKORY ST, SAN FRANCISCO, CA, 94102",HICKORY ST,Hayes Valley,"(37.7756891, -122.4221352)",POINT (-122.4221352 37.7756891)
14679,17148160,"218 VERMONT ST, SAN FRANCISCO, CA, 94103",VERMONT ST,Showplace Square,"(37.76706244, -122.40474967)",POINT (-122.404749673 37.767062437)
14680,17148052,"240 SHOTWELL ST, SAN FRANCISCO, CA, 94110",SHOTWELL ST,Mission,"(37.76493837, -122.41627121)",POINT (-122.416271208 37.76493837)
14681,17142079,"71 STEUART ST, SAN FRANCISCO, CA, 94105",STEUART ST,Financial District,"(37.79385007, -122.39433664)",POINT (-122.394336645 37.793850073)
14682,17154049,"1890 GROVE ST, SAN FRANCISCO, CA, 94117",GROVE ST,Panhandle,"(37.7748159, -122.4476748)",POINT (-122.4476748 37.7748159)
14683,17152232,"2390 MARKET ST, SAN FRANCISCO, CA, 94114",MARKET ST,Duboce Triangle,"(37.76297534, -122.43501615)",POINT (-122.435016154 37.762975335)
14684,17146779,"120 OCTAVIA ST, SAN FRANCISCO, CA, 94102",OCTAVIA ST,Lower Haight,"(37.77323799, -122.42362153)",POINT (-122.423621528 37.773237987)
14685,17153746,"574 NATOMA ST, SAN FRANCISCO, CA, 94103",NATOMA ST,South of Market,"(37.7790184, -122.4094507)",POINT (-122.4094507 37.7790184)
14686,17143938,"82 RINGOLD ST, SAN FRANCISCO, CA, 94103",RINGOLD ST,South of Market,"(37.77359616, -122.41072312)",POINT (-122.410723121 37.773596159)
14687,17135033,Intersection of ELM ST and GOUGH ST,ELM ST,Cathedral Hill,"(37.7810832, -122.4238455)",POINT (-122.4238455 37.7810832)
14688,17137524,"3100 17TH ST, SAN FRANCISCO, CA, 94110",17TH ST,Mission,"(37.7637635, -122.4153391)",POINT (-122.4153391 37.7637635)
14689,17149304,Intersection of MISSION BAY BLVD SOUTH and FIFTH ST,MISSION BAY BLVD SOUTH,Mission Bay,"(37.770316, -122.39279161)",POINT (-122.392791614 37.770316002)
14690,17152416,"435 11TH ST, SAN FRANCISCO, CA, 94103",11TH ST,South of Market,"(37.77021103, -122.41191079)",POINT (-122.411910788 37.770211034)
14691,17149116,"634 NATOMA ST, SAN FRANCISCO, CA, 94103",NATOMA ST,South of Market,"(37.77779004, -122.41073616)",POINT (-122.410736158 37.77779004)
14692,17137615,"251 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94103",SOUTH VAN NESS AVE,Mission,"(37.76917517, -122.41758458)",POINT (-122.417584583 37.769175172)
14693,17142938,"1300 SUTTER ST, SAN FRANCISCO, CA, 94109",SUTTER ST,Cathedral Hill,"(37.78792401, -122.42268104)",POINT (-122.422681042 37.787924013)
14694,17152614,"5630 FULTON ST, SAN FRANCISCO, CA, 94121",FULTON ST,Outer Richmond,"(37.77195248, -122.49226646)",POINT (-122.492266456 37.771952484)
14695,17151063,"100 FREELON ST, SAN FRANCISCO, CA, 94107",FREELON ST,South of Market,"(37.7787094, -122.3971522)",POINT (-122.3971522 37.7787094)
14697,17153783,"Prentiss Mini Park, , SAN FRANCISCO, CA, 94110",Prentiss Mini Park,Bernal Heights,"(37.74022837, -122.41196674)",POINT (-122.411966736 37.74022837)
14698,17152059,"2549 BRYANT ST, SAN FRANCISCO, CA, 94110",BRYANT ST,Mission,"(37.75361881, -122.40909584)",POINT (-122.40909584 37.753618814)
14699,17151036,Intersection of GEARY BLVD and 12TH AVE,GEARY BLVD,Inner Richmond,"(37.78072663, -122.47077456)",POINT (-122.47077456 37.780726628)
14700,17142713,"80 ROSEMONT PL, SAN FRANCISCO, CA, 94103",ROSEMONT PL,Mission Dolores,"(37.76804967, -122.42559965)",POINT (-122.425599648 37.768049669)
14702,17150822,"4500 GEARY BLVD, SAN FRANCISCO, CA, 94118",GEARY BLVD,Inner Richmond,"(37.78110329, -122.46767192)",POINT (-122.467671924 37.781103285)
14703,17137415,"721 VAN NESS AVE, SAN FRANCISCO, CA, 94102",VAN NESS AVE,Cathedral Hill,"(37.78215607, -122.42083316)",POINT (-122.420833155 37.782156071)
14704,17142595,"1699 HOWARD ST, SAN FRANCISCO, CA, 94103",HOWARD ST,South of Market,"(37.77020176, -122.417525)",POINT (-122.417524995 37.770201758)
14705,17149905,"49 SHANNON ST, SAN FRANCISCO, CA, 94102",SHANNON ST,Tenderloin,"(37.7863797, -122.4122614)",POINT (-122.4122614 37.7863797)
14706,17149086,"440 2ND ST, SAN FRANCISCO, CA, 94107",2ND ST,South of Market,"(37.78379466, -122.39461736)",POINT (-122.394617357 37.783794656)
14707,17140594,"1010 EDDY ST, SAN FRANCISCO, CA, 94109",EDDY ST,Cathedral Hill,"(37.78259118, -122.424495)",POINT (-122.424494996 37.782591178)
14708,17141211,"145 FELL ST, SAN FRANCISCO, CA, 94102",FELL ST,Civic Center,"(37.77635164, -122.4202645)",POINT (-122.420264503 37.776351644)
14710,17138098,"721 VAN NESS AVE, SAN FRANCISCO, CA, 94102",VAN NESS AVE,Cathedral Hill,"(37.78219719, -122.42089204)",POINT (-122.42089204 37.782197188)
14711,17152113,"100 WASHINGTON ST, SAN FRANCISCO, CA, 94111",WASHINGTON ST,Northern Waterfront,"(37.7964283, -122.3978569)",POINT (-122.3978569 37.7964283)
14712,17142847,"900 7TH ST, SAN FRANCISCO, CA, 94107",7TH ST,Showplace Square,"(37.77046289, -122.39946553)",POINT (-122.399465528 37.770462894)
14713,17153888,"3208 SCOTT ST, SAN FRANCISCO, CA, 94123",SCOTT ST,Marina,"(37.79947587, -122.44090317)",POINT (-122.440903173 37.799475871)
14714,17143725,"280 GELLERT DR, SAN FRANCISCO, CA, 94132",GELLERT DR,Lakeshore,"(37.72820993, -122.49278555)",POINT (-122.492785546 37.728209932)
14715,17149530,Intersection of 17TH ST and ALABAMA ST,17TH ST,Mission,"(37.7642077, -122.4123179)",POINT (-122.4123179 37.7642077)
14716,17146078,"1350 PINE ST, SAN FRANCISCO, CA, 94109",PINE ST,Nob Hill,"(37.78999916, -122.41815079)",POINT (-122.41815079 37.78999916)
14717,17136474,"68 BRYANT ST, SAN FRANCISCO, CA, 94105",BRYANT ST,Rincon Hill,"(37.78734365, -122.3894677)",POINT (-122.389467697 37.787343651)
14718,17135434,Intersection of HYDE ST and TURK ST,HYDE ST,Tenderloin,"(37.78257781, -122.41570877)",POINT (-122.415708768 37.782577808)
14719,17138553,"1675 LOMBARD ST, SAN FRANCISCO, CA, 94123",LOMBARD ST,Union Street,"(37.80059939, -122.42916268)",POINT (-122.429162676 37.800599386)
14721,17141929,"780 TURK ST, SAN FRANCISCO, CA, 94102",TURK ST,Cathedral Hill,"(37.7818542, -122.42172941)",POINT (-122.421729408 37.781854198)
14722,17137977,"2 FERN ST, SAN FRANCISCO, CA, 94109",FERN ST,Lower Nob Hill,"(37.78844022, -122.4187411)",POINT (-122.418741098 37.788440223)
14723,17149963,"363 LYON ST, SAN FRANCISCO, CA, 94117",LYON ST,Panhandle,"(37.77423816, -122.44273022)",POINT (-122.442730218 37.774238163)
14724,17144851,"712 TEHAMA ST, SAN FRANCISCO, CA, 94103",TEHAMA ST,South of Market,"(37.77564315, -122.41138738)",POINT (-122.411387383 37.775643151)
14725,17149055,"453 NOE ST, SAN FRANCISCO, CA, 94114",NOE ST,Castro,"(37.76180578, -122.43257343)",POINT (-122.432573433 37.761805783)
14726,17142943,"1350 SUTTER ST, SAN FRANCISCO, CA, 94109",SUTTER ST,Cathedral Hill,"(37.78787206, -122.42273835)",POINT (-122.422738347 37.78787206)
14727,17138223,"384 3RD AVE, SAN FRANCISCO, CA, 94118",3RD AVE,Inner Richmond,"(37.78150818, -122.46100071)",POINT (-122.461000715 37.781508181)
14728,17137890,"580 NOE ST, SAN FRANCISCO, CA, 94114",NOE ST,Castro,"(37.759725, -122.432655)",POINT (-122.432655 37.759725)
14729,17148155,Intersection of VERMONT ST and ALAMEDA ST,VERMONT ST,Showplace Square,"(37.76838917, -122.40488417)",POINT (-122.404884167 37.768389167)
14730,17144957,"585 GEARY ST, SAN FRANCISCO, CA, 94102",GEARY ST,Tenderloin,"(37.7866887, -122.4128695)",POINT (-122.4128695 37.7866887)
14731,17149136,"3484 CESAR CHAVEZ ST, SAN FRANCISCO, CA, 94110 (Virtual)",CESAR CHAVEZ ST,Mission,"(37.74803903, -122.41989517)",POINT (-122.419895174 37.748039032)
14732,17147116,"582 NATOMA ST, SAN FRANCISCO, CA, 94103",NATOMA ST,South of Market,"(37.77884288, -122.40949932)",POINT (-122.409499325 37.778842877)
14733,17150763,"151 AUSTIN ST, SAN FRANCISCO, CA, 94109",AUSTIN ST,Lower Nob Hill,"(37.78910493, -122.42133015)",POINT (-122.421330146 37.789104931)
14734,17140125,"10 MASON ST, SAN FRANCISCO, CA, 94102",MASON ST,Downtown / Union Square,"(37.78347486, -122.40903396)",POINT (-122.409033962 37.783474861)
14736,17145911,"701 MINNA ST, SAN FRANCISCO, CA, 94103",MINNA ST,South of Market,"(37.7767297, -122.4127364)",POINT (-122.4127364 37.7767297)
14737,17152356,Intersection of AUSTIN ST and VAN NESS AVE,AUSTIN ST,Cathedral Hill,"(37.7889386, -122.4221584)",POINT (-122.4221584 37.7889386)
14738,17151887,Intersection of BERRY EXTENSION ST and BERRY ST,BERRY EXTENSION ST,Mission Bay,"(37.7707804, -122.3992753)",POINT (-122.3992753 37.7707804)
14739,17148070,"460 JESSIE ST, SAN FRANCISCO, CA, 94103",JESSIE ST,South of Market,"(37.78208954, -122.40848277)",POINT (-122.408482768 37.782089536)
14741,17139171,"100 FULTON ST, SAN FRANCISCO, CA, 94102",FULTON ST,Civic Center,"(37.77992803, -122.41531704)",POINT (-122.415317036 37.779928027)
14743,17141534,"999 GEARY ST, SAN FRANCISCO, CA, 94109",GEARY ST,Tenderloin,"(37.78587071, -122.41941757)",POINT (-122.41941757 37.785870706)
14744,17143642,"200 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94103",SOUTH VAN NESS AVE,Mission,"(37.76981333, -122.417855)",POINT (-122.417855 37.769813333)
14745,17141641,"611 MINNA ST, SAN FRANCISCO, CA, 94103",MINNA ST,South of Market,"(37.7786489, -122.41064094)",POINT (-122.41064094 37.7786489)
14746,17139188,"318 8TH AVE, SAN FRANCISCO, CA, 94118",8TH AVE,Inner Richmond,"(37.78247803, -122.46645975)",POINT (-122.46645975 37.78247803)
14747,17135957,"200 LARCH ST, SAN FRANCISCO, CA, 94102",LARCH ST,Cathedral Hill,"(37.782039, -122.422083)",POINT (-122.422083 37.782039)
14748,17144530,"2390 MARKET ST, SAN FRANCISCO, CA, 94114",MARKET ST,Duboce Triangle,"(37.762955, -122.43482167)",POINT (-122.434821667 37.762955)
14749,17146349,"1115 HAYES ST, SAN FRANCISCO, CA, 94117",HAYES ST,Alamo Square,"(37.77577789, -122.4349197)",POINT (-122.4349197 37.77577789)
14750,17149377,Intersection of JERSEY ST and NOE ST,JERSEY ST,Noe Valley,"(37.7506406, -122.4318265)",POINT (-122.4318265 37.7506406)
14752,17146009,"2780 18TH ST, SAN FRANCISCO, CA, 94110",18TH ST,Mission,"(37.76177992, -122.41000282)",POINT (-122.410002823 37.761779922)
14753,17146621,"2140 MARKET ST, SAN FRANCISCO, CA, 94114",MARKET ST,Duboce Triangle,"(37.76708198, -122.42982807)",POINT (-122.429828072 37.767081983)
14755,17136603,"1701 NORTH POINT ST, SAN FRANCISCO, CA, 94123",NORTH POINT ST,Marina,"(37.8036324, -122.4353553)",POINT (-122.4353553 37.8036324)
14756,17142216,"198 HANCOCK ST, SAN FRANCISCO, CA, 94114",HANCOCK ST,Dolores Heights,"(37.7603679, -122.43244443)",POINT (-122.43244443 37.760367898)
14758,17153798,"50 QUINT ST, SAN FRANCISCO, CA, 94124",QUINT ST,Central Waterfront,"(37.7462113, -122.38895)",POINT (-122.38895 37.7462113)
14760,17137126,"2830 ALAMEDA ST, SAN FRANCISCO, CA, 94103",ALAMEDA ST,Mission,"(37.76823604, -122.41263665)",POINT (-122.412636647 37.768236038)
14762,17145396,"1009 MISSION ST, SAN FRANCISCO, CA, 94103",MISSION ST,South of Market,"(37.78063105, -122.40898233)",POINT (-122.408982329 37.780631048)
14763,17141664,Intersection of REDWOOD ST and VAN NESS AVE,REDWOOD ST,Civic Center,"(37.78053478, -122.42052543)",POINT (-122.420525428 37.780534777)
14764,17148028,Intersection of NOE ST and HANCOCK ST,NOE ST,Dolores Heights,"(37.76017243, -122.43258227)",POINT (-122.432582271 37.760172426)
14765,17140476,"220 8TH ST, SAN FRANCISCO, CA, 94103",8TH ST,South of Market,"(37.77592849, -122.41138171)",POINT (-122.411381708 37.775928492)
14766,17147738,"160 FUNSTON AVE, SAN FRANCISCO, CA, 94118",FUNSTON AVE,Inner Richmond,"(37.78517708, -122.47212055)",POINT (-122.47212055 37.785177079)
14767,17145884,"76 GERMANIA ST, SAN FRANCISCO, CA, 94117",GERMANIA ST,Duboce Triangle,"(37.7708044, -122.42980589)",POINT (-122.429805892 37.770804397)
14768,17144173,"181 SAN CARLOS ST, SAN FRANCISCO, CA, 94110",SAN CARLOS ST,Mission,"(37.7605602, -122.4199508)",POINT (-122.4199508 37.7605602)
14769,17147522,Intersection of MISSION BAY DR and BERRY EXTENSION ST,MISSION BAY DR,Mission Bay,"(37.7699798, -122.39821032)",POINT (-122.39821032 37.769979797)
14770,17143340,Intersection of 4TH ST and PERRY ST,4TH ST,South of Market,"(37.7803817, -122.3991594)",POINT (-122.3991594 37.7803817)
14771,17149233,"753 MINNA ST, SAN FRANCISCO, CA, 94103",MINNA ST,South of Market,"(37.77641963, -122.41349944)",POINT (-122.413499439 37.776419626)
14772,17146740,Intersection of DAVIS ST and WASHINGTON ST,DAVIS ST,Northern Waterfront,"(37.7961927, -122.3981898)",POINT (-122.3981898 37.7961927)
14774,17147656,"4114 17TH ST, SAN FRANCISCO, CA, 94114",17TH ST,Corona Heights,"(37.7625529, -122.437756)",POINT (-122.437756 37.7625529)
14775,17152924,"255 LARCH ST, SAN FRANCISCO, CA, 94102",LARCH ST,Cathedral Hill,"(37.782339, -122.4214972)",POINT (-122.4214972 37.782339)
14776,17141321,"10 HOLLADAY AVE, SAN FRANCISCO, CA, 94114",HOLLADAY AVE,Peralta Heights,"(37.74864273, -122.40520546)",POINT (-122.405205456 37.748642734)
14777,17137809,Intersection of WASHINGTON ST and DRUMM ST,WASHINGTON ST,Northern Waterfront,"(37.79651468, -122.39722405)",POINT (-122.397224051 37.796514679)
14778,17136664,"4124 17TH ST, SAN FRANCISCO, CA, 94114",17TH ST,Corona Heights,"(37.7625186, -122.4378553)",POINT (-122.4378553 37.7625186)
14779,17143715,"2235 BROADWAY, SAN FRANCISCO, CA, 94123",BROADWAY,Pacific Heights,"(37.79431296, -122.4339045)",POINT (-122.433904497 37.794312962)
14780,17143295,"498 CASTRO ST, SAN FRANCISCO, CA, 94114",CASTRO ST,Castro,"(37.76115315, -122.43516189)",POINT (-122.435161895 37.76115315)
14781,17144050,"390 9TH AVE, SAN FRANCISCO, CA, 94118",9TH AVE,Inner Richmond,"(37.78117993, -122.46765983)",POINT (-122.467659834 37.781179926)
14782,17146811,"3 MASONIC AVE, SAN FRANCISCO, CA, 94118",MASONIC AVE,Laurel Heights / Jordan Park,"(37.78306823, -122.44706126)",POINT (-122.44706126 37.783068232)
14783,17149858,"934 BRANNAN ST, SAN FRANCISCO, CA, 94103",BRANNAN ST,Showplace Square,"(37.7708023, -122.40604551)",POINT (-122.406045514 37.770802303)
14785,17144112,"390 9TH AVE, SAN FRANCISCO, CA, 94118",9TH AVE,Inner Richmond,"(37.78118769, -122.46765246)",POINT (-122.467652461 37.781187686)
14787,17137303,Intersection of ICEHOUSE ALY and END (000 BLOCK OF),ICEHOUSE ALY,Northern Waterfront,"(37.80091117, -122.40208385)",POINT (-122.402083848 37.800911172)
14788,17139072,"2200 GOUGH ST, SAN FRANCISCO, CA, 94109",GOUGH ST,Pacific Heights,"(37.7935364, -122.4263561)",POINT (-122.4263561 37.7935364)
14789,17150492,Intersection of BERNICE ST and 13TH ST,BERNICE ST,South of Market,"(37.7694064, -122.41392638)",POINT (-122.413926378 37.769406403)
14791,17141844,"200 FERN ST, SAN FRANCISCO, CA, 94109",FERN ST,Cathedral Hill,"(37.78804218, -122.42222018)",POINT (-122.422220179 37.788042179)
14792,17138729,"4114 17TH ST, SAN FRANCISCO, CA, 94114",17TH ST,Corona Heights,"(37.762662, -122.437703)",POINT (-122.437703 37.762662)
14793,17139497,"365 CASTRO ST, SAN FRANCISCO, CA, 94114",CASTRO ST,Duboce Triangle,"(37.76296452, -122.43504358)",POINT (-122.435043575 37.762964523)
14794,17137272,"1890 GROVE ST, SAN FRANCISCO, CA, 94117",GROVE ST,Panhandle,"(37.77474195, -122.44774461)",POINT (-122.447744608 37.77474195)
14795,17150648,"415 BERRY EXTENSION ST, SAN FRANCISCO, CA, 94158",BERRY EXTENSION ST,Mission Bay,"(37.771765, -122.3990739)",POINT (-122.3990739 37.771765)
14796,17139509,"399 DAVIS ST, SAN FRANCISCO, CA, 94111",DAVIS ST,Financial District,"(37.7960059, -122.39825012)",POINT (-122.39825012 37.7960059)
14797,17142763,"171 SAN CARLOS ST, SAN FRANCISCO, CA, 94110",SAN CARLOS ST,Mission,"(37.7606941, -122.4198927)",POINT (-122.4198927 37.7606941)
14798,17145661,"727 VAN NESS AVE, SAN FRANCISCO, CA, 94102",VAN NESS AVE,Cathedral Hill,"(37.7822937, -122.42093352)",POINT (-122.420933524 37.782293704)
14799,17151985,"131 FELL ST, SAN FRANCISCO, CA, 94102",FELL ST,Civic Center,"(37.77634472, -122.42021944)",POINT (-122.420219444 37.776344718)
14800,17145017,"41 FREELON ST, SAN FRANCISCO, CA, 94107",FREELON ST,South of Market,"(37.7792055, -122.3962504)",POINT (-122.3962504 37.7792055)
14802,17150800,"210 EDDY ST, SAN FRANCISCO, CA, 94102",EDDY ST,Tenderloin,"(37.78422692, -122.41112271)",POINT (-122.411122714 37.784226922)
14803,17152063,"1369 48TH AVE, SAN FRANCISCO, CA, 94122",48TH AVE,Outer Sunset,"(37.7609574, -122.5083114)",POINT (-122.5083114 37.7609574)
14804,17150592,"1793 7TH AVE, SAN FRANCISCO, CA, 94122",7TH AVE,Golden Gate Heights,"(37.7549708, -122.4637743)",POINT (-122.4637743 37.7549708)
14805,17150890,"574 NATOMA ST, SAN FRANCISCO, CA, 94103",NATOMA ST,South of Market,"(37.7790184, -122.4094507)",POINT (-122.4094507 37.7790184)
14807,17139768,Intersection of POLK ST and WILLOW ST,POLK ST,Tenderloin,"(37.78347977, -122.41945804)",POINT (-122.419458036 37.783479773)
14808,17143740,Intersection of OCTAVIA ST and ROSE ST,OCTAVIA ST,Lower Haight,"(37.77339179, -122.42367319)",POINT (-122.423673193 37.773391785)
14809,17138340,"2500 MARKET ST, SAN FRANCISCO, CA, 94114",MARKET ST,Castro,"(37.7620425, -122.4365787)",POINT (-122.4365787 37.7620425)
14810,17153849,"1772 MARKET ST, SAN FRANCISCO, CA, 94102",MARKET ST,Lower Haight,"(37.7722304, -122.42324344)",POINT (-122.423243439 37.772230397)
14811,17154005,"96 LAFAYETTE ST, SAN FRANCISCO, CA, 94103",LAFAYETTE ST,South of Market,"(37.77255173, -122.41656875)",POINT (-122.416568751 37.772551735)
14813,17139059,Intersection of NOE ST and HANCOCK ST,NOE ST,Dolores Heights,"(37.76019623, -122.43257861)",POINT (-122.432578614 37.760196227)
14814,17149512,"97 STATES ST, SAN FRANCISCO, CA, 94114",STATES ST,Corona Heights,"(37.7628651, -122.4372756)",POINT (-122.4372756 37.7628651)
14815,17149258,"2084 BAY SHORE BLVD, SAN FRANCISCO, CA, 94134",BAY SHORE BLVD,Visitacion Valley,"(37.71384553, -122.39999894)",POINT (-122.399998941 37.713845534)
14818,17143523,Intersection of BERRY EXTENSION ST and BERRY ST,BERRY EXTENSION ST,Mission Bay,"(37.77086929, -122.39931886)",POINT (-122.399318864 37.770869288)
14819,17146573,"951 EDDY ST, SAN FRANCISCO, CA, 94109",EDDY ST,Cathedral Hill,"(37.78247716, -122.42339308)",POINT (-122.423393084 37.782477164)
14822,17153381,"1570 MISSION ST, SAN FRANCISCO, CA, 94103",MISSION ST,South of Market,"(37.77394842, -122.41858651)",POINT (-122.418586506 37.773948423)
