,CaseID,Address,Street,Neighborhood,Point,point_geom
24209,17835824,"1101 BRYANT ST, SAN FRANCISCO, CA, 94103",BRYANT ST,Showplace Square,"(37.77088009, -122.40886733)",POINT (-122.408867326 37.770880089)
24210,17840743,"999 GEARY ST, SAN FRANCISCO, CA, 94109",GEARY ST,Tenderloin,"(37.78585198, -122.41928791)",POINT (-122.419287906 37.785851984)
24211,17840865,"177 STILLMAN ST, SAN FRANCISCO, CA, 94107",STILLMAN ST,South of Market,"(37.780457, -122.398026)",POINT (-122.398026 37.780457)
24212,17841772,"177 STILLMAN ST, SAN FRANCISCO, CA, 94107",STILLMAN ST,South of Market,"(37.78043641, -122.39808366)",POINT (-122.398083662 37.780436412)
24215,17855453,Intersection of SAN BRUNO AVE and 15TH ST,SAN BRUNO AVE,Showplace Square,"(37.76752642, -122.40577206)",POINT (-122.40577206 37.767526418)
24216,17855503,Intersection of 15TH ST and VERMONT ST,15TH ST,Showplace Square,"(37.76718611, -122.40473874)",POINT (-122.404738739 37.76718611)
24217,17858169,"2288 JERROLD AVE, SAN FRANCISCO, CA, 94124 (Virtual)",JERROLD AVE,Produce Market,"(37.7458095, -122.40159503)",POINT (-122.401595032 37.745809496)
24218,17861528,"400 15TH ST, SAN FRANCISCO, CA, 94103",15TH ST,Showplace Square,"(37.767567, -122.404874)",POINT (-122.404874 37.767567)
24219,17864010,Intersection of NAPOLEON ST and JERROLD AVE,NAPOLEON ST,Produce Market,"(37.745979, -122.402084)",POINT (-122.402084 37.745979)
24221,17870882,"21 FLORIDA ST, SAN FRANCISCO, CA, 94103",FLORIDA ST,Mission,"(37.76847868, -122.41173561)",POINT (-122.411735606 37.768478677)
24223,17872347,Intersection of SAN BRUNO AVE and ALAMEDA ST,SAN BRUNO AVE,Showplace Square,"(37.76824773, -122.40568744)",POINT (-122.405687442 37.768247734)
24225,17872759,"2284 JERROLD AVE, SAN FRANCISCO, CA, 94124 (Virtual)",JERROLD AVE,Produce Market,"(37.74579102, -122.40156222)",POINT (-122.401562223 37.745791019)
24226,17872748,"508 NATOMA ST, SAN FRANCISCO, CA, 94103",NATOMA ST,South of Market,"(37.78006932, -122.4079391)",POINT (-122.407939098 37.780069323)
24227,17872795,"211 NAPOLEON ST, SAN FRANCISCO, CA, 94124 (Virtual)",NAPOLEON ST,Produce Market,"(37.74655044, -122.40008001)",POINT (-122.400080013 37.746550439)
24228,17872914,"157 NAPOLEON ST, SAN FRANCISCO, CA, 94124 (Virtual)",NAPOLEON ST,Produce Market,"(37.74693129, -122.39895576)",POINT (-122.398955757 37.746931286)
24229,17876710,"1610 EUCALYPTUS DR, SAN FRANCISCO, CA, 94132",EUCALYPTUS DR,Merced Manor,"(37.73109789, -122.48818445)",POINT (-122.488184451 37.731097895)
24230,17876860,"1601 EUCALYPTUS DR, SAN FRANCISCO, CA, 94132",EUCALYPTUS DR,Lakeshore,"(37.73105026, -122.48811219)",POINT (-122.488112189 37.731050255)
24231,17881502,"1330 16TH ST, SAN FRANCISCO, CA, 94103",16TH ST,Showplace Square,"(37.76701781, -122.40006901)",POINT (-122.400069013 37.767017811)
24232,17881624,"440 2ND ST, SAN FRANCISCO, CA, 94107",2ND ST,South of Market,"(37.78381169, -122.39450741)",POINT (-122.394507406 37.783811688)
24234,17883360,Intersection of 2ND ST and HARRISON ST,2ND ST,Rincon Hill,"(37.784317, -122.39518)",POINT (-122.39518 37.784317)
24235,17883753,"33 GORDON ST, SAN FRANCISCO, CA, 94103",GORDON ST,South of Market,"(37.77317849, -122.41015201)",POINT (-122.410152008 37.773178493)
24236,17883766,Intersection of TABER PL and 2ND ST,TABER PL,South Beach,"(37.782818, -122.393295)",POINT (-122.393295 37.782818)
24237,17883909,Intersection of 8TH ST and IRWIN ST,8TH ST,Showplace Square,"(37.766821, -122.39991)",POINT (-122.39991 37.766821)
24238,17884265,"3057 21ST ST, SAN FRANCISCO, CA, 94110",21ST ST,Mission,"(37.75709956, -122.41592799)",POINT (-122.415927991 37.757099558)
24239,17884371,"713 CLEMENTINA ST, SAN FRANCISCO, CA, 94103",CLEMENTINA ST,South of Market,"(37.77517995, -122.41090085)",POINT (-122.410900846 37.77517995)
24240,17884394,"425 2ND ST, SAN FRANCISCO, CA, 94107",2ND ST,Rincon Hill,"(37.7838435, -122.39475463)",POINT (-122.394754633 37.7838435)
24241,17884482,"1308 ANZA ST, SAN FRANCISCO, CA, 94118",ANZA ST,Inner Richmond,"(37.77926581, -122.46226977)",POINT (-122.46226977 37.779265805)
24242,17884613,"333 BRODERICK ST, SAN FRANCISCO, CA, 94117",BRODERICK ST,Panhandle,"(37.7732168, -122.43900295)",POINT (-122.439002953 37.773216798)
24243,17884940,"290 BARTLETT ST, SAN FRANCISCO, CA, 94110",BARTLETT ST,Mission,"(37.75247, -122.419655)",POINT (-122.419655 37.75247)
24244,17885117,"2268 JERROLD AVE, SAN FRANCISCO, CA, 94124 (Virtual)",JERROLD AVE,Produce Market,"(37.745533, -122.40124275)",POINT (-122.401242754 37.745533003)
24245,17885179,"50 MAIN ST, SAN FRANCISCO, CA, 94105",MAIN ST,Financial District,"(37.79241795, -122.39563199)",POINT (-122.395631992 37.792417949)
24246,17885217,"440 2ND ST, SAN FRANCISCO, CA, 94107",2ND ST,South of Market,"(37.7835636, -122.39435649)",POINT (-122.394356489 37.783563602)
24247,17885287,"425 2ND ST, SAN FRANCISCO, CA, 94107",2ND ST,Rincon Hill,"(37.78381019, -122.39469115)",POINT (-122.394691153 37.783810193)
24248,17885399,"512 2ND ST, SAN FRANCISCO, CA, 94107",2ND ST,South Beach,"(37.7828723, -122.39344228)",POINT (-122.393442281 37.782872296)
24249,17885436,"1198 CALIFORNIA ST, SAN FRANCISCO, CA, 94108",CALIFORNIA ST,Nob Hill,"(37.79159602, -122.41378804)",POINT (-122.413788043 37.791596016)
24250,17885583,"2203 17TH ST, SAN FRANCISCO, CA, 94103",17TH ST,Potrero Hill,"(37.76465627, -122.4056978)",POINT (-122.405697797 37.764656274)
24251,17885614,"945 LARKIN ST, SAN FRANCISCO, CA, 94109",LARKIN ST,Lower Nob Hill,"(37.78676429, -122.41844197)",POINT (-122.418441967 37.786764295)
24254,17886743,"414 2ND ST, SAN FRANCISCO, CA, 94105",2ND ST,Central Waterfront,"(37.78401721, -122.39493308)",POINT (-122.394933083 37.784017208)
24256,17887031,"4081 17TH ST, SAN FRANCISCO, CA, 94114",17TH ST,Castro,"(37.76205285, -122.43692318)",POINT (-122.436923182 37.762052848)
24258,17887109,"3020 OCEAN AVE, SAN FRANCISCO, CA, 94132 (Virtual)",OCEAN AVE,Merced Manor,"(37.73268507, -122.47858308)",POINT (-122.478583075 37.73268507)
24260,17887462,"1851 BRYANT ST, SAN FRANCISCO, CA, 94110",BRYANT ST,Mission,"(37.76379938, -122.4101397)",POINT (-122.410139702 37.76379938)
24261,17887556,"2008 FELL ST, SAN FRANCISCO, CA, 94117",FELL ST,Panhandle,"(37.77244702, -122.45096462)",POINT (-122.450964619 37.772447023)
24263,17887679,"416 2ND ST, SAN FRANCISCO, CA, 94107",2ND ST,South of Market,"(37.78405637, -122.39506088)",POINT (-122.395060881 37.784056371)
24264,17887765,"1550 STEINER ST, SAN FRANCISCO, CA, 94115",STEINER ST,Western Addition,"(37.78373359, -122.43464752)",POINT (-122.434647516 37.783733593)
24265,17887739,Intersection of 6TH ST and NATOMA ST,6TH ST,South of Market,"(37.78017068, -122.40759793)",POINT (-122.407597927 37.780170684)
24266,17888066,Intersection of SABIN PL and END (000 BLOCK OF),SABIN PL,Chinatown,"(37.7928654, -122.40679733)",POINT (-122.406797335 37.792865399)
24267,17888308,"400 BATTERY ST, SAN FRANCISCO, CA, 94111",BATTERY ST,Financial District,"(37.79516508, -122.40004498)",POINT (-122.400044981 37.795165078)
24271,17888585,"2502 MARKET ST, SAN FRANCISCO, CA, 94114",MARKET ST,Castro,"(37.76227563, -122.43625598)",POINT (-122.436255981 37.76227563)
24272,17888606,Intersection of POLK ST and ELLIS ST,POLK ST,Tenderloin,"(37.78414897, -122.4192277)",POINT (-122.419227697 37.784148966)
24275,17888838,"1 DANIEL BURNHAM CT, SAN FRANCISCO, CA, 94109",DANIEL BURNHAM CT,Cathedral Hill,"(37.78701372, -122.42232229)",POINT (-122.422322288 37.787013723)
24276,17888924,"526 MISSION ST, SAN FRANCISCO, CA, 94105",MISSION ST,Financial District,"(37.789276, -122.398209)",POINT (-122.398209 37.789276)
24277,17889704,"152 BERRY ST, SAN FRANCISCO, CA, 94107",BERRY ST,Mission Bay,"(37.776684, -122.392197)",POINT (-122.392197 37.776684)
24279,17889873,Intersection of ECKER ST and MISSION ST,ECKER ST,South of Market,"(37.78929331, -122.39841308)",POINT (-122.398413084 37.789293314)
24280,17889890,Intersection of 17TH ST and ALABAMA ST,17TH ST,Mission,"(37.764206, -122.412308)",POINT (-122.412308 37.764206)
24281,17889892,"248 UTAH ST, SAN FRANCISCO, CA, 94103",UTAH ST,Showplace Square,"(37.766487, -122.406616)",POINT (-122.406616 37.766487)
24282,17890234,"602 JONES ST, SAN FRANCISCO, CA, 94102",JONES ST,Lower Nob Hill,"(37.78686825, -122.41312322)",POINT (-122.413123222 37.786868254)
24283,17890522,"602 JONES ST, SAN FRANCISCO, CA, 94102",JONES ST,Lower Nob Hill,"(37.78683499, -122.41310187)",POINT (-122.413101867 37.786834988)
24284,17890577,"121 NAGLEE AVE, SAN FRANCISCO, CA, 94112",NAGLEE AVE,Outer Mission,"(37.71233021, -122.44713754)",POINT (-122.447137537 37.712330208)
24285,17890664,"170 BAY SHORE BLVD, SAN FRANCISCO, CA, 94110 (Virtual)",BAY SHORE BLVD,Produce Market,"(37.74541252, -122.40433822)",POINT (-122.404338225 37.745412524)
24286,17890945,"2502 ALAMEDA ST, SAN FRANCISCO, CA, 94103",ALAMEDA ST,Mission,"(37.7683086, -122.40985848)",POINT (-122.409858476 37.768308597)
24287,17891061,"4081 17TH ST, SAN FRANCISCO, CA, 94114",17TH ST,Castro,"(37.762088, -122.436935)",POINT (-122.436935 37.762088)
24288,17891167,"1 DANIEL BURNHAM CT, SAN FRANCISCO, CA, 94109",DANIEL BURNHAM CT,Cathedral Hill,"(37.786976, -122.422554)",POINT (-122.422554 37.786976)
24289,17891720,"120 JONES ST, SAN FRANCISCO, CA, 94102",JONES ST,Tenderloin,"(37.78227582, -122.41217416)",POINT (-122.412174158 37.78227582)
24290,17891845,Intersection of VAN NESS AVE and WILLOW ST,VAN NESS AVE,Cathedral Hill,"(37.783348, -122.421043)",POINT (-122.421043 37.783348)
24291,17891888,"630 JONES ST, SAN FRANCISCO, CA, 94102",JONES ST,Lower Nob Hill,"(37.78725019, -122.41327185)",POINT (-122.413271852 37.787250191)
24292,17891965,Intersection of TABER PL and 2ND ST,TABER PL,South Beach,"(37.782818, -122.393295)",POINT (-122.393295 37.782818)
24293,17891970,"425 2ND ST, SAN FRANCISCO, CA, 94107",2ND ST,Rincon Hill,"(37.783905, -122.394661)",POINT (-122.394661 37.783905)
24294,17892167,"1774 SACRAMENTO ST, SAN FRANCISCO, CA, 94109",SACRAMENTO ST,Polk Gulch,"(37.79145587, -122.42194343)",POINT (-122.421943434 37.791455874)
24295,17892278,Intersection of 3RD ST and BERRY ST,3RD ST,Mission Bay,"(37.77752976, -122.39116238)",POINT (-122.391162375 37.777529759)
24296,17892294,Intersection of WILLOW ST and LARKIN ST,WILLOW ST,Tenderloin,"(37.78388081, -122.41757177)",POINT (-122.417571768 37.783880809)
24297,17892303,"508 NATOMA ST, SAN FRANCISCO, CA, 94103",NATOMA ST,South of Market,"(37.78005726, -122.40790495)",POINT (-122.407904948 37.780057264)
24298,17892487,"550 10TH ST, SAN FRANCISCO, CA, 94103",10TH ST,South of Market,"(37.76972999, -122.40913685)",POINT (-122.409136854 37.769729992)
24299,17892533,"1615 VAN NESS AVE, SAN FRANCISCO, CA, 94109",VAN NESS AVE,Pacific Heights,"(37.79057354, -122.42270078)",POINT (-122.422700781 37.790573535)
24301,17892560,"1 DANIEL BURNHAM CT, SAN FRANCISCO, CA, 94109",DANIEL BURNHAM CT,Cathedral Hill,"(37.78697708, -122.42268413)",POINT (-122.422684134 37.786977084)
24302,17892566,"1 DANIEL BURNHAM CT, SAN FRANCISCO, CA, 94109",DANIEL BURNHAM CT,Cathedral Hill,"(37.78701803, -122.42239642)",POINT (-122.422396421 37.787018026)
24304,17892735,"3228 STEINER ST, SAN FRANCISCO, CA, 94123",STEINER ST,Union Street,"(37.79937493, -122.43758334)",POINT (-122.437583336 37.799374935)
24305,17892887,"21 FLORIDA ST, SAN FRANCISCO, CA, 94103",FLORIDA ST,Mission,"(37.76849144, -122.41174452)",POINT (-122.411744515 37.768491438)
24306,17892947,"1298 OAK ST, SAN FRANCISCO, CA, 94117",OAK ST,Panhandle,"(37.7728371, -122.44054919)",POINT (-122.440549193 37.772837097)
24307,17892976,Intersection of SAN BRUNO AVE and ALAMEDA ST,SAN BRUNO AVE,Showplace Square,"(37.76822655, -122.40571458)",POINT (-122.405714578 37.768226553)
24308,17892963,"500 NATOMA ST, SAN FRANCISCO, CA, 94103",NATOMA ST,South of Market,"(37.78020998, -122.40779478)",POINT (-122.407794781 37.780209978)
24310,17893064,"3131 19TH ST, SAN FRANCISCO, CA, 94110",19TH ST,Mission,"(37.76067431, -122.41344953)",POINT (-122.413449526 37.760674309)
24311,17893093,"429 LYON ST, SAN FRANCISCO, CA, 94117",LYON ST,Panhandle,"(37.77518962, -122.44311487)",POINT (-122.443114874 37.775189617)
24312,17893400,"1 DANIEL BURNHAM CT, SAN FRANCISCO, CA, 94109",DANIEL BURNHAM CT,Cathedral Hill,"(37.78703416, -122.42238933)",POINT (-122.422389325 37.787034164)
24314,17893701,Intersection of DORE ST and END (100 BLOCK OF),DORE ST,South of Market,"(37.772789, -122.411613)",POINT (-122.411613 37.772789)
24315,17893752,Intersection of DORE ST and END (100 BLOCK OF),DORE ST,South of Market,"(37.772789, -122.411613)",POINT (-122.411613 37.772789)
24316,17894219,Intersection of EUREKA ST and 18TH ST,EUREKA ST,Eureka Valley,"(37.7606938, -122.4382724)",POINT (-122.4382724 37.7606938)
24319,17894247,"2199 17TH ST, SAN FRANCISCO, CA, 94103",17TH ST,Potrero Hill,"(37.76470812, -122.4050145)",POINT (-122.405014497 37.764708125)
24323,17894491,Intersection of SAN BRUNO AVE and ALAMEDA ST,SAN BRUNO AVE,Showplace Square,"(37.76840099, -122.40594461)",POINT (-122.405944609 37.768400993)
24324,17894505,Intersection of ALAMEDA ST and SAN BRUNO AVE,ALAMEDA ST,Showplace Square,"(37.76888539, -122.40588051)",POINT (-122.40588051 37.768885386)
24325,17894531,Intersection of SAN BRUNO AVE and 15TH ST,SAN BRUNO AVE,Showplace Square,"(37.76761463, -122.40574773)",POINT (-122.405747727 37.767614632)
24327,17894671,"429 LYON ST, SAN FRANCISCO, CA, 94117",LYON ST,Panhandle,"(37.77522556, -122.44309304)",POINT (-122.443093038 37.775225563)
24328,17894658,"1162 SUTTER ST, SAN FRANCISCO, CA, 94109",SUTTER ST,Lower Nob Hill,"(37.78827666, -122.41973363)",POINT (-122.419733629 37.788276661)
24329,17894792,"120 WILLOW ST, SAN FRANCISCO, CA, 94109",WILLOW ST,Tenderloin,"(37.783631, -122.4197492)",POINT (-122.4197492 37.783631)
24330,17894794,"401 SAN BRUNO AVE, SAN FRANCISCO, CA, 94110",SAN BRUNO AVE,Potrero Hill,"(37.76463789, -122.4052719)",POINT (-122.405271898 37.76463789)
24331,17894896,"986 POLK ST, SAN FRANCISCO, CA, 94109",POLK ST,Tenderloin,"(37.78580485, -122.41964843)",POINT (-122.419648425 37.785804845)
24333,17895031,Intersection of GEARY BLVD and WEBSTER ST,GEARY BLVD,Japantown,"(37.78457149, -122.43121444)",POINT (-122.431214441 37.784571491)
24335,17895070,"680 WEBSTER ST, SAN FRANCISCO, CA, 94117",WEBSTER ST,Hayes Valley,"(37.77674065, -122.42949843)",POINT (-122.429498429 37.776740646)
24336,17895317,"264 HENRY ST, SAN FRANCISCO, CA, 94114",HENRY ST,Corona Heights,"(37.76654999, -122.43665401)",POINT (-122.436654007 37.766549985)
24337,17895325,Intersection of HWY 101 NORTHBOUND and HWY 101 N OFF RAMP,HWY 101 NORTHBOUND,Showplace Square,"(37.76930585, -122.4074585)",POINT (-122.407458499 37.769305852)
24338,17895320,"550 10TH ST, SAN FRANCISCO, CA, 94103",10TH ST,South of Market,"(37.76977495, -122.40896758)",POINT (-122.408967577 37.769774953)
24339,17895377,Intersection of SPEAR ST and END (400 BLOCK OF),SPEAR ST,Rincon Hill,"(37.78808866, -122.38832767)",POINT (-122.38832767 37.788088655)
24342,17895480,"1851 BRYANT ST, SAN FRANCISCO, CA, 94110",BRYANT ST,Mission,"(37.76353896, -122.41013057)",POINT (-122.41013057 37.763538963)
24343,17895514,Intersection of SAN BRUNO AVE and 17TH ST,SAN BRUNO AVE,Potrero Hill,"(37.76469897, -122.40559972)",POINT (-122.405599725 37.764698969)
24345,17895669,"2 FERN ST, SAN FRANCISCO, CA, 94109",FERN ST,Lower Nob Hill,"(37.78843052, -122.41877101)",POINT (-122.418771006 37.78843052)
24353,17919452,"1699 VALLEJO ST, SAN FRANCISCO, CA, 94123",VALLEJO ST,Pacific Heights,"(37.7964026, -122.42499088)",POINT (-122.424990881 37.796402596)
24356,17774187,"1117 FOLSOM ST, SAN FRANCISCO, CA, 94103",FOLSOM ST,South of Market,"(37.77628165, -122.40827423)",POINT (-122.408274226 37.776281646)
24357,17774671,"1480 ELLIS ST, SAN FRANCISCO, CA, 94115",ELLIS ST,Western Addition,"(37.78270333, -122.43041167)",POINT (-122.430411667 37.782703333)
24358,17774882,"65 OAK GROVE ST, SAN FRANCISCO, CA, 94107",OAK GROVE ST,South of Market,"(37.77738385, -122.40195616)",POINT (-122.40195616 37.77738385)
24359,17775414,Intersection of DIVISION ST and VERMONT ST,DIVISION ST,Showplace Square,"(37.7697433, -122.4050077)",POINT (-122.405007702 37.769743302)
24360,17775623,"60 OAK GROVE ST, SAN FRANCISCO, CA, 94107",OAK GROVE ST,South of Market,"(37.7772761, -122.40237331)",POINT (-122.402373308 37.777276103)
24361,17779082,"1123 FOLSOM ST, SAN FRANCISCO, CA, 94103",FOLSOM ST,South of Market,"(37.77619287, -122.40814012)",POINT (-122.408140115 37.77619287)
24363,17783744,"1117 FOLSOM ST, SAN FRANCISCO, CA, 94103",FOLSOM ST,South of Market,"(37.7762411, -122.40823131)",POINT (-122.408231311 37.776241101)
24364,17788322,"1117 FOLSOM ST, SAN FRANCISCO, CA, 94103",FOLSOM ST,South of Market,"(37.77628483, -122.40827557)",POINT (-122.408275567 37.776284826)
24365,17798225,"1117 FOLSOM ST, SAN FRANCISCO, CA, 94103",FOLSOM ST,South of Market,"(37.77624985, -122.40826719)",POINT (-122.408267185 37.776249846)
24366,17801152,Intersection of 15TH ST and CALEDONIA ST,15TH ST,Mission,"(37.76641034, -122.42157396)",POINT (-122.421573959 37.76641034)
24367,17815068,"182 6TH ST, SAN FRANCISCO, CA, 94103",6TH ST,South of Market,"(37.77977698, -122.40735088)",POINT (-122.407350875 37.779776982)
24368,17815353,"131 RUSS ST, SAN FRANCISCO, CA, 94103",RUSS ST,South of Market,"(37.77859749, -122.40768917)",POINT (-122.407689169 37.77859749)
24369,17832412,"131 RUSS ST, SAN FRANCISCO, CA, 94103",RUSS ST,South of Market,"(37.77856088, -122.4077701)",POINT (-122.407770102 37.778560877)
24370,17833479,"105 RUSS ST, SAN FRANCISCO, CA, 94103",RUSS ST,South of Market,"(37.77883227, -122.40802605)",POINT (-122.408026054 37.77883227)
24371,17833480,"105 RUSS ST, SAN FRANCISCO, CA, 94103",RUSS ST,South of Market,"(37.77883227, -122.40802605)",POINT (-122.408026054 37.77883227)
24372,17833589,"144 RUSS ST, SAN FRANCISCO, CA, 94103",RUSS ST,South of Market,"(37.778263, -122.407516)",POINT (-122.407516 37.778263)
24374,17841950,"105 RUSS ST, SAN FRANCISCO, CA, 94103",RUSS ST,South of Market,"(37.77882688, -122.40803047)",POINT (-122.40803047 37.77882688)
24375,17851636,"128 RUSS ST, SAN FRANCISCO, CA, 94103",,,"(37.77868796, -122.4078552)",POINT (-122.407855203 37.778687961)
24376,17857261,"105 RUSS ST, SAN FRANCISCO, CA, 94103",RUSS ST,South of Market,"(37.77878424, -122.40794931)",POINT (-122.407949308 37.778784237)
24377,17862729,Intersection of DIVISION ST and VERMONT ST,DIVISION ST,Showplace Square,"(37.769741, -122.404724)",POINT (-122.404724 37.769741)
24378,17869451,Intersection of BRYANT ST and MARIPOSA ST,BRYANT ST,Mission,"(37.763035, -122.410271)",POINT (-122.410271 37.763035)
24380,17871659,Intersection of VERMONT ST and DIVISION ST,VERMONT ST,Showplace Square,"(37.769726, -122.405382)",POINT (-122.405382 37.769726)
24381,17871971,"112 RUSS ST, SAN FRANCISCO, CA, 94103",RUSS ST,South of Market,"(37.778519, -122.408022)",POINT (-122.408022 37.778519)
24382,17873340,"144 RUSS ST, SAN FRANCISCO, CA, 94103",RUSS ST,South of Market,"(37.778263, -122.407516)",POINT (-122.407516 37.778263)
24384,17874955,"627 MINNA ST, SAN FRANCISCO, CA, 94103",MINNA ST,South of Market,"(37.778343, -122.410995)",POINT (-122.410995 37.778343)
24387,17879279,Intersection of SAN BRUNO AVE and ALAMEDA ST,SAN BRUNO AVE,Showplace Square,"(37.7682255, -122.40567688)",POINT (-122.405676877 37.7682255)
24388,17880154,"1250 GREAT HWY, SAN FRANCISCO, CA, 94122",GREAT HWY,Outer Sunset,"(37.76305406, -122.50984546)",POINT (-122.509845458 37.763054056)
24389,17884126,"105 RUSS ST, SAN FRANCISCO, CA, 94103",RUSS ST,South of Market,"(37.77874254, -122.40791264)",POINT (-122.407912641 37.778742543)
24390,17886072,"33 FALMOUTH ST, SAN FRANCISCO, CA, 94107",FALMOUTH ST,South of Market,"(37.77898677, -122.40397733)",POINT (-122.403977327 37.77898677)
24391,17887118,"33 MIDWAY ST, SAN FRANCISCO, CA, 94133",MIDWAY ST,Fisherman's Wharf,"(37.805676, -122.409409)",POINT (-122.409409 37.805676)
24392,17887210,"1147 MISSION ST, SAN FRANCISCO, CA, 94103",MISSION ST,South of Market,"(37.778358, -122.412041)",POINT (-122.412041 37.778358)
24395,17888454,"105 RUSS ST, SAN FRANCISCO, CA, 94103",RUSS ST,South of Market,"(37.77874904, -122.40797005)",POINT (-122.407970055 37.778749036)
24396,17888906,Intersection of JULIA ST and MINNA ST,JULIA ST,South of Market,"(37.7776358, -122.41197298)",POINT (-122.411972984 37.777635801)
24397,17889138,"233 SHIPLEY ST, SAN FRANCISCO, CA, 94107",SHIPLEY ST,South of Market,"(37.779346, -122.403473)",POINT (-122.403473 37.779346)
24398,17889620,"109 BERRY ST, SAN FRANCISCO, CA, 94107",BERRY ST,Mission Bay,"(37.77733947, -122.39135453)",POINT (-122.391354533 37.77733947)
24400,17890006,"1801 41ST AVE, SAN FRANCISCO, CA, 94122",41ST AVE,Outer Sunset,"(37.75308545, -122.5002733)",POINT (-122.500273304 37.753085455)
